Date,pm2.5,pm10,co,o3,so2,nox
01/01/2018,11.66454167,17.878875,0.225583333,25.65958333,12.005625,-372.745625
01/02/2018,6.926791667,14.19208333,0.262625,-270.93075,-283.4301667,-324.2891667
01/03/2018,10.21954167,16.60933333,0.246333333,26.150375,11.30379167,-246.4164167
01/04/2018,9.866708333,15.494375,0.25075,18.3155,11.96041667,-202.5450833
01/05/2018,18.10558333,24.197,0.333458333,18.474,12.48933333,-117.6354167
01/06/2018,6.506416667,12.43,0.250333333,15.19345833,11.94058333,-325.8842917
01/07/2018,16.57441667,22.70854167,0.28925,18.07658333,12.24616667,-245.2362083
01/08/2018,9.438041667,11.72458333,-83.00116667,15.17495833,12.052125,-204.2015
01/09/2018,15.83308333,18.942,-999,17.07029167,12.53066667,-246.7047917
01/10/2018,14.94479167,19.79758333,-999,22.03179167,12.66116667,-246.276125
01/11/2018,9.111083333,13.73616667,-999,23.96854167,12.08808333,-117.775
01/12/2018,5.111125,9.31525,-999,32.58591667,11.70970833,-79.135625
1/13/2018,5.408666667,10.69391667,-999,30.594125,11.533875,-78.455
1/14/2018,9.246916667,13.53391667,-999,27.27254167,11.40966667,-203.4939583
1/15/2018,15.051375,23.52208333,-999,25.75320833,12.220125,-78.91395833
1/16/2018,25.35808333,32.243125,-999,23.16704167,12.49804167,-76.60558333
1/17/2018,26.00508333,29.839375,-999,-196.696875,-240.315,21.66375
1/18/2018,18.29404167,22.60841667,-999,-23.50208333,12.69075,-34.56216667
1/19/2018,7.321208333,12.08895833,-999,15.570125,12.31541667,-159.0248333
1/20/2018,18.97354167,24.54395833,-999,19.244375,12.72016667,-115.9625
1/21/2018,16.65729167,21.15608333,-999,20.69483333,12.675625,-203.0777083
1/22/2018,16.813,20.497375,-999,20.97545833,13.16579167,-288.4995
1/23/2018,17.01254167,24.136875,-999,20.12433333,12.56220833,-77.95570833
1/24/2018,18.39541667,29.549625,-999,21.59308333,12.89254167,-162.7805833
1/25/2018,23.59616667,36.96116667,-999,22.38883333,13.02691667,-202.7185
1/26/2018,16.9045,30.13595833,-999,21.750125,12.77429167,-202.1455833
1/27/2018,-494.3850833,-490.5997083,-999,-491.4111667,-493.452625,-497.2908333
1/28/2018,-999,-999,-999,-999,-999,-999
1/29/2018,-999,-999,-999,-999,-999,-999
1/30/2018,-999,-999,-999,-999,-999,-999
1/31/2018,-617.7813333,-613.2221667,-999,-610.2934167,-619.4690833,-704.0136667
02/01/2018,20.57191667,35.05695833,-999,30.49320833,13.538375,-201.5211667
02/02/2018,23.51575,39.31675,-999,31.07441667,13.41695833,7.26725
02/03/2018,24.71225,47.66829167,-999,32.68745833,13.49466667,-34.66641667
02/04/2018,19.96454167,41.262375,-999,33.17266667,13.31220833,-243.4489167
02/05/2018,12.178875,33.95633333,-999,38.48283333,13.021125,-413.5595
02/06/2018,14.755625,30.39108333,-999,41.0615,13.023,-204.7697083
02/07/2018,18.73191667,32.12916667,-999,28.40954167,13.36691667,-77.515375
02/08/2018,6.161375,11.87083333,-999,38.69683333,12.9925,-122.124875
02/09/2018,28.084375,38.784,-999,32.521375,13.37604167,-76.724
02/10/2018,24.01845833,36.757125,-999,34.408875,13.33908333,-160.8642917
02/11/2018,12.31354167,23.37020833,-999,33.26733333,13.41545833,-330.0744583
02/12/2018,13.69495833,27.37691667,-999,32.65195833,13.63958333,-161.4550833
2/13/2018,7.651958333,17.85733333,-999,40.49808333,12.49058333,5.3215
2/14/2018,20.20483333,33.4825,-999,36.74354167,13.75041667,-160.3860833
2/15/2018,20.974,30.94466667,-999,34.0295,13.49954167,-159.4920417
2/16/2018,12.310875,20.28670833,-999,29.204625,13.44783333,-453.420375
2/17/2018,19.14345833,31.864375,-999,28.50295833,13.47129167,-413.62125
2/18/2018,15.9665,26.606625,-999,26.58454167,13.348375,-328.3552083
2/19/2018,17.112375,34.54170833,-999,27.315375,13.26941667,-161.3971667
2/20/2018,24.33166667,39.987,-999,33.59683333,14.12304167,-161.41825
2/21/2018,15.67454167,27.75666667,-999,27.036875,13.98091667,-162.0302083
2/22/2018,15.49841667,28.32658333,-999,24.56591667,13.47516667,-203.0387083
2/23/2018,13.94683333,33.38154167,-999,13.437625,11.71758333,-243.7166667
2/24/2018,14.98808333,31.916,-999,-26.68033333,11.678,-202.6425417
2/25/2018,19.21533333,34.4675,-999,14.33933333,11.66370833,-246.397
2/26/2018,16.94095833,31.028,-999,15.67595833,12.10345833,-161.9380417
2/27/2018,8.898125,20.977125,-999,11.72820833,11.16870833,-286.5737917
2/28/2018,13.17629167,24.45041667,-999,16.03270833,11.60654167,-285.357875
03/01/2018,15.353375,30.004,-999,-28.59433333,11.86104167,-286.6529167
03/02/2018,17.83441667,28.41758333,-999,-71.18083333,11.54833333,-205.0359583
03/03/2018,10.41558333,23.50191667,-999,-157.9214167,-68.63083333,-232.043875
03/04/2018,10.40216667,20.992375,-999,11.21604167,11.24283333,-330.637625
03/05/2018,14.45675,30.71366667,-999,-24.00295833,-30.93725,-280.4082083
03/06/2018,21.28770833,37.140125,-999,17.63795833,11.88208333,-203.3645
03/07/2018,16.57929167,33.03,-999,16.81429167,11.601375,-79.53166667
03/08/2018,15.261125,31.32583333,-999,19.75725,11.720875,-329.8283333
03/09/2018,16.10691667,30.21183333,-999,19.88758333,11.67108333,-286.5733333
03/10/2018,7.482166667,17.59695833,-999,26.457375,11.21158333,-204.4198333
03/11/2018,10.852,22.5445,-999,27.82691667,11.414375,-77.59620833
03/12/2018,14.83420833,31.09,-999,27.32925,11.42141667,-158.9085
3/13/2018,14.19816667,28.866625,-999,26.077375,11.5505,-159.809625
3/14/2018,17.66066667,38.21995833,-790.8644167,23.46241667,11.69458333,-157.8544583
3/15/2018,15.04141667,31.16325,-416.202125,24.14175,11.57745833,-244.768625
3/16/2018,23.05291667,70.15804167,0.129416667,23.36425,11.79720833,-243.3799167
3/17/2018,15.41316667,46.14120833,0.097916667,19.36008333,11.082375,-201.9156667
3/18/2018,16.68895833,44.11654167,0.108458333,19.26895833,10.709375,-203.5000833
3/19/2018,19.73008333,51.71275,0.104458333,19.156125,10.74583333,-160.6830417
3/20/2018,21.983875,50.3915,0.11675,18.69329167,11.512875,-328.7979583
3/21/2018,27.41258333,50.331125,0.128166667,24.21304167,11.27,-452.7960417
3/22/2018,17.648875,41.99908333,0.15325,21.30175,10.87720833,-33.478125
3/23/2018,13.676875,35.97291667,0.1205,26.424,10.431875,-35.72054167
3/24/2018,18.94891667,43.72820833,0.127166667,23.473125,10.44345833,-157.8045833
3/25/2018,21.79933333,41.64383333,0.125166667,24.25975,10.48920833,-200.065875
3/26/2018,23.46691667,41.84508333,0.159458333,24.29041667,10.80791667,-242.3353333
3/27/2018,29.77979167,49.85008333,0.173833333,25.82025,11.15366667,-160.0084167
3/28/2018,32.03341667,53.66654167,0.1465,24.54120833,11.83175,-283.8716667
3/29/2018,30.80354167,49.201375,0.167833333,24.39708333,10.83591667,-494.796125
3/30/2018,21.87066667,36.52575,0.113708333,21.26145833,10.70320833,-538.493
3/31/2018,8.283333333,15.019875,-41.54783333,17.76708333,9.972291667,-330.7922083
04/01/2018,10.01154167,18.650125,0.114083333,21.23983333,10.49304167,-328.9551667
04/02/2018,13.513125,22.52529167,0.101125,16.64420833,11.26020833,-328.498
04/03/2018,12.73245833,23.00579167,0.08875,-106.8170417,11.29970833,-244.939
04/04/2018,9.086541667,17.74770833,0.084541667,-66.172625,10.76229167,-329.9915833
04/05/2018,9.692375,22.21766667,0.072041667,-25.91941667,10.606375,-287.5564167
04/06/2018,11.48895833,21.81825,-124.8115417,19.462,10.49241667,-414.8419583
04/07/2018,15.45141667,25.16325,-41.53083333,19.5715,10.572375,-329.3628333
04/08/2018,11.588375,18.735375,0.116833333,22.032875,10.15929167,-204.019375
04/09/2018,13.74483333,22.3185,-41.49533333,-110.4981667,-74.36904167,-151.9397083
04/10/2018,12.12904167,22.53933333,-83.10954167,-70.26,10.37379167,-201.8841667
04/11/2018,12.395,19.527875,-83.095125,-152.15225,10.44191667,-203.2705833
04/12/2018,11.7165,20.641875,-83.12366667,-198.1848333,10.41104167,-286.5401667
4/13/2018,13.331,25.75141667,-83.10366667,-113.0574167,10.63258333,-162.350625
4/14/2018,11.66566667,24.06079167,-124.7455833,-28.55975,10.09025,-287.60975
4/15/2018,13.79891667,21.07679167,0.173083333,15.27225,10.69258333,-288.2350417
4/16/2018,20.06145833,29.9035,-83.080875,14.18491667,10.73295833,-286.286
4/17/2018,-366.0095833,-362.1533333,-374.4498333,-408.93125,-410.0067917,-497.3351667
4/18/2018,12.995625,22.64816667,0.157333333,15.186,10.6515,-288.582625
4/19/2018,11.3985,18.03354167,0.152125,-108.784625,10.84141667,-412.911875
4/20/2018,13.83229167,22.25016667,0.140541667,16.70316667,10.56,-287.2532083
4/21/2018,21.198,32.72641667,-41.41704167,-24.45229167,10.480125,-284.68975
4/22/2018,18.131125,27.60904167,-83.0595,13.093,10.68283333,-286.3535
4/23/2018,15.99191667,28.30004167,-166.3257083,14.78125,10.41720833,-246.0249167
4/24/2018,14.34991667,22.04958333,0.192458333,-113.4025417,10.77829167,-243.3545
4/25/2018,-28.13866667,-20.38783333,-41.42858333,-191.1771667,-30.71754167,-202.7379167
4/26/2018,12.84733333,19.46720833,0.18425,13.38958333,10.685375,-160.5407917
4/27/2018,14.0835,22.72133333,-83.07641667,-21.81391667,-24.69379167,-237.4940833
4/28/2018,14.810125,23.56470833,-41.439875,-29.051875,10.65570833,-370.9621667
4/29/2018,13.50420833,20.795,0.210125,-28.503625,10.887,-202.4995833
4/30/2018,14.16854167,23.91979167,0.188208333,-69.227125,-29.47354167,-368.50575
05/01/2018,16.77458333,26.87491667,0.216708333,-495.5590833,-271.5571667,-2.839333333
05/02/2018,10.28479167,15.45754167,-166.3569583,-30.29929167,10.63254167,-330.3448333
05/03/2018,15.42591667,24.574,-41.42920833,-71.712875,-28.013625,-235.3213333
05/04/2018,11.79041667,19.54716667,-83.05041667,10.23466667,10.65283333,-286.8315417
05/05/2018,16.811875,41.22325,0.208166667,-198.6725,-157.837875,-181.2297083
05/06/2018,13.80416667,34.75058333,-83.10279167,12.70075,11.094625,-245.8884583
05/07/2018,12.84258333,27.10029167,-124.77,-26.45916667,12.13,-413.5426667
05/08/2018,20.676,33.76641667,0.154625,17.66591667,12.76079167,-328.8596667
05/09/2018,17.77945833,29.914,0.154958333,17.25741667,11.85079167,-202.776875
05/10/2018,12.313375,15.617875,0.15425,-105.8200833,11.3795,-326.982625
05/11/2018,15.5995,22.52558333,0.178583333,-27.55341667,10.85533333,-242.8407917
05/12/2018,10.4055,21.09970833,0.194833333,-155.66975,11.60991667,-286.9205833
5/13/2018,8.728166667,14.02483333,0.192958333,-111.1502917,11.558375,-368.62275
5/14/2018,10.64470833,25.54804167,-166.3565417,-196.0945833,10.79845833,-538.320625
5/15/2018,8.285291667,25.04533333,-166.376375,10.348875,10.95516667,-287.4398333
5/16/2018,10.18533333,22.42670833,-83.06579167,-156.294,11.41591667,-244.54025
5/17/2018,10.92883333,30.89604167,-83.09141667,-150.0079583,11.27983333,-328.0995
5/18/2018,15.344625,29.608625,0.165083333,14.33758333,11.55020833,-326.319125
5/19/2018,18.3415,28.54766667,0.1765,-577.69075,-223.7057083,-183.95075
5/20/2018,11.909625,21.28025,-83.09058333,-111.4830417,-72.6245,-363.6800833
5/21/2018,8.098291667,18.82966667,-124.7341667,-27.336125,11.35458333,-454.7662917
5/22/2018,7.496541667,18.397375,-124.7077083,-191.3982083,11.96504167,-287.1407083
5/23/2018,12.278125,20.17791667,-124.7161667,17.85058333,11.5935,-282.865625
5/24/2018,9.058458333,20.767125,-41.454375,12.89508333,11.411875,-285.749625
5/25/2018,8.424208333,24.54041667,0.189875,-366.00525,-325.041375,-538.0702917
5/26/2018,14.32016667,28.13316667,0.193166667,-999,-815.8984167,-776.207875
5/27/2018,12.07754167,27.56616667,0.154333333,-815.0771667,-865.810375,-689.98525
5/28/2018,12.53975,24.56158333,-124.7294583,-778.8330417,-543.1445417,-515.9474167
