Date,so2,nox,o3,pm2.5,pm10,co
4/18/2018,11.949,39.302,11.746,15.869,23.923,-999
4/19/2018,11.664,12.157,19.795,13.229,25.867,-999
4/20/2018,9.649,23.884,18.113,19.893,31.287,-999
4/21/2018,7.685,22.596,17.395,13.274,19.913,-999
4/22/2018,7.548,30.23,14.503,20.221,32.846,-999
4/23/2018,7.276,21.467,14.852,7.691,17.238,-999
4/24/2018,7.29,23.178,14.567,8.785,16.695,-999
4/25/2018,8.658,20.546,14.51,5.665,11.629,-999
4/26/2018,12.243,25.703,16.494,11.59,21.153,-999
4/27/2018,11.484,24.826,15.444,8.934,18.054,-999
4/28/2018,12.039,21.098,17.28,12.811,22.659,-999
4/29/2018,12.021,21.398,16.754,8.396,14.626,-999
4/30/2018,12.404,21.782,17.101,11.899,17.832,-999
05/01/2018,12.649,21.902,17.032,15.214,20.893,
05/02/2018,12.005,15.949,17.411,17.193,29.085,
05/03/2018,12.395,22.767,15.269,14.721,23.897,
05/04/2018,13.796,26.677,16.527,21.953,33.006,
05/05/2018,12.388,21.875,16.863,13.536,21.977,
05/06/2018,13.221,32.855,13.485,12.575,20.147,
05/07/2018,13.613,32.202,14.957,9.15,13.486,
05/08/2018,14.264,26.502,18.364,9.192,14.76,
05/09/2018,14.32,22.237,19.874,5.787,7.975,
05/10/2018,13.786,19.606,18.08,6.492,9.82,
05/11/2018,13.987,27.257,15.582,6.479,12.864,
05/12/2018,13.339,22.766,18.466,5.689,11.12,
5/13/2018,13.554,23.355,16.679,5.217,10.276,
5/14/2018,14.419,22.14,17.858,13.262,24.715,
5/15/2018,14.115,31.705,16.485,23.04,38.679,
5/16/2018,13.334,20.442,16.112,11.983,21.53,
5/17/2018,12.106,11.876,15.217,10.708,16.777,
5/18/2018,14.634,16.173,14.682,15.225,23.499,
5/19/2018,14.069,17.18,14.671,13.145,22.096,
5/20/2018,13.481,16.218,13.755,18.189,27.921,
5/21/2018,12.125,17.229,14.387,14.105,21.29,
5/22/2018,12.304,18.497,15.122,9.986,17.723,
5/23/2018,12.351,17.757,16.922,14.614,23.597,
5/24/2018,12.173,22.566,15.967,13.495,21.563,
5/25/2018,12.101,25.581,16.369,8.467,12.61,
5/26/2018,14.177,28.628,19.884,7.606,8.991,
5/27/2018,13.293,20.021,20.637,6.154,9.404,
5/28/2018,13.785,22.106,23.513,7.739,12.232,
5/29/2018,12.514,29.3,16.699,10.929,16.109,
5/30/2018,13.204,21.406,16.08,10.902,17.338,
5/31/2018,12.392,19.653,15.347,5.863,9.142,
06/01/2018,12.231,22.219,13.546,3.533,6.326,
06/02/2018,12.374,21.493,13.333,6.212,9.807,
06/03/2018,13.184,24.36,18.106,7.427,11.891,
06/04/2018,11.902,28.261,13.86,7.539,12.749,
06/05/2018,13.202,24.435,16.602,5.78,10.878,
06/06/2018,11.81,21.626,14.135,4.716,9.338,
06/07/2018,11.733,18.101,14.963,19.285,34.385,
06/08/2018,12.415,20.089,15.442,17.122,24.703,
06/09/2018,14.91,15.805,20.47,10.912,11.92,
06/10/2018,13.163,23.312,16.738,22.995,26.243,
06/11/2018,13.848,19.549,18.151,4.028,7.864,
06/12/2018,13.222,21.759,14.477,7.65,11.344,
6/13/2018,12.822,16.23,15.008,7.689,11.605,
6/14/2018,12.393,22.278,14.683,7.775,11.367,
6/15/2018,12.282,23.272,14.515,6.407,10.396,
6/16/2018,12.228,19.569,14.873,7.43,11.848,
6/17/2018,12.288,20.233,15.892,7.74,13.749,
6/18/2018,11.761,19.754,14.566,7.428,11.444,
6/19/2018,12.011,23.335,15.596,10.58,15.285,
6/20/2018,14.003,18.589,16.81,10.579,14.678,
6/21/2018,16.489,21.93,18.85,15.977,20.833,
6/22/2018,13.513,21.851,16.576,12.513,17.156,
6/23/2018,14.515,19.074,17.348,10.889,19.346,
6/24/2018,13.711,20.171,15.865,20.339,32.998,
6/25/2018,14.828,19.06,15.966,36.257,48.353,
6/26/2018,13.584,19.417,16.606,17.556,21.681,
6/27/2018,13.613,23.643,16.02,4.484,5.345,
6/28/2018,14.46,21.508,16.955,10.796,11.626,
6/29/2018,13.075,16.692,13.95,13.967,14.864,
6/30/2018,13.71,17.136,14.19,12.453,14.555,
07/01/2018,10.558,18.446,13.996,8.941,13.903,
07/02/2018,11.258,24.328,12.913,12.203,17.180,
07/03/2018,11.220,22.636,16.318,27.104,35.837,
07/04/2018,13.187,21.750,15.274,28.663,49.526,
07/05/2018,14.277,19.928,13.970,30.760,50.936,
07/06/2018,12.715,26.039,11.034,21.639,34.958,
07/07/2018,12.916,17.153,10.964,23.930,43.700,
07/08/2018,14.625,18.361,13.974,23.930,43.700,
07/09/2018,13.623,19.855,10.356,23.930,43.700,
07/10/2018,13.256,21.420,11.544,16.793,30.095,
07/11/2018,12.538,21.462,11.331,10.022,7.553,
07/12/2018,12.243,20.992,12.502,19.102,19.641,
7/13/2018,13.317,15.498,12.985,18.131,32.084,
7/14/2018,14.749,13.630,13.210,18.531,13.455,
7/15/2018,13.328,20.352,11.672,17.057,18.513,
7/16/2018,13.819,15.288,8.669,9.444,18.637,
7/17/2018,13.151,14.228,8.983,6.821,12.437,
7/18/2018,12.440,18.890,10.435,7.387,11.512,
7/19/2018,12.143,19.172,10.619,10.393,15.471,
7/20/2018,12.480,14.038,11.323,7.130,10.847,
7/21/2018,12.724,17.628,8.732,10.171,15.813,
7/22/2018,12.105,17.508,10.410,8.725,26.789,
7/23/2018,11.919,13.195,10.664,7.221,21.038,
7/24/2018,11.842,16.095,11.305,13.100,36.880,
7/25/2018,11.010,21.583,13.291,20.977,28.293,
7/26/2018,12.712,29.417,13.776,20.071,27.495,
7/27/2018,12.846,28.257,17.228,20.305,27.712,
7/28/2018,12.172,20.552,19.428,9.826,14.075,
7/29/2018,11.523,26.895,15.770,6.483,10.317,
7/30/2018,11.033,26.374,16.525,8.398,12.045,
7/31/2018,11.184,30.723,15.956,10.106,15.159,
08/01/2018,11.804,33.000,14.793,13.160,20.408,
08/02/2018,12.255,23.341,16.016,9.523,14.740,
08/03/2018,12.146,27.695,15.484,10.047,15.036,
08/04/2018,11.252,21.751,17.600,7.880,12.103,
08/05/2018,13.010,31.391,17.353,11.724,17.684,
08/06/2018,11.356,24.052,17.925,11.291,15.720,
08/07/2018,10.950,26.973,15.644,11.783,17.008,
08/08/2018,11.250,22.201,14.525,7.378,11.680,
08/09/2018,12.226,26.779,15.659,7.042,10.860,
08/10/2018,11.504,22.728,13.878,1.946,3.422,
08/11/2018,11.244,13.176,16.417,8.854,7.488,
08/12/2018,10.873,14.088,14.572,21.681,29.282,
8/13/2018,10.618,18.263,14.400,26.044,32.935,
8/14/2018,11.022,22.155,12.073,23.317,28.848,
8/15/2018,10.587,20.437,15.930,28.742,32.212,
8/16/2018,10.010,19.765,15.143,28.866,36.280,
8/17/2018,12.325,17.023,15.647,24.880,31.733,
8/18/2018,11.321,18.184,15.798,17.787,22.056,
8/19/2018,18.418,50.731,26.807,7.200,8.483,
8/20/2018,11.810,22.753,14.883,12.330,15.924,
8/21/2018,13.228,19.785,18.118,19.357,25.080,
8/22/2018,13.948,17.087,16.521,12.883,16.995,
8/23/2018,11.878,10.524,16.413,4.390,6.590,
8/24/2018,13.639,26.714,17.960,4.390,6.590,
8/25/2018,11.659,19.187,20.333,4.390,6.590,
8/26/2018,12.715,18.125,19.308,4.390,6.590,
8/27/2018,11.557,25.680,15.186,4.390,6.590,
8/28/2018,11.109,23.340,15.682,2.920,3.951,
8/29/2018,10.885,26.707,17.690,,,
8/30/2018,11.552,16.393,17.776,,,
8/31/2018,10.534,12.435,15.847,,,
09/01/2018,11.586,19.878,18.014,1.260,1.344,
09/02/2018,11.042,22.562,15.119,14.403,18.799,
09/03/2018,10.469,21.383,16.039,7.250,12.460,
09/04/2018,12.645,25.595,14.515,2.545,6.370,
09/05/2018,,,,,,
09/06/2018,,,,,,
09/07/2018,,,,,,
09/08/2018,,,,,,
09/09/2018,,,,,,
09/10/2018,,,,,,
09/11/2018,,,,,,
09/12/2018,,,,,,
9/13/2018,,,,,,
9/14/2018,12.193,31.417,13.926,8.791,5.639,
9/15/2018,13.953,31.752,14.470,9.153,10.320,
9/16/2018,13.285,33.503,10.072,8.715,9.652,
9/17/2018,13.546,30.756,9.405,7.581,8.962,
9/18/2018,14.092,33.227,11.079,32.086,34.851,
9/19/2018,15.096,30.844,14.027,14.274,15.758,
9/20/2018,15.471,22.054,12.647,9.094,10.629,
9/21/2018,14.075,27.500,14.793,32.187,35.580,
9/22/2018,14.658,29.756,13.699,44.162,48.925,
9/23/2018,13.598,34.905,11.301,46.537,53.396,
9/24/2018,13.616,34.015,12.668,33.012,38.004,
9/25/2018,12.646,32.390,11.735,13.890,16.696,
9/26/2018,12.943,31.606,18.101,18.143,20.091,
9/27/2018,11.065,35.298,13.430,34.979,37.344,
9/28/2018,11.616,32.742,13.172,13.533,14.949,
9/29/2018,12.236,30.127,11.811,21.326,23.281,
9/30/2018,11.665,29.864,11.031,14.925,15.925,
10/01/2018,11.586,19.878,18.014,21.178,22.588,
10/02/2018,11.042,22.562,15.119,17.472,18.691,
10/03/2018,10.469,21.383,16.039,18.992,19.716,
10/04/2018,12.645,25.595,14.515,11.965,12.770,
10/05/2018,,,,28.844,30.026,
10/06/2018,,,,29.110,30.503,
10/07/2018,,,,22.043,22.599,
10/08/2018,,,,17.524,18.387,
10/09/2018,,,,18.724,20.508,
10/10/2018,,,,24.729,26.167,
10/11/2018,,,,33.390,34.764,
10/12/2018,,,,27.480,28.780,
10/13/2018,,,,26.825,27.931,
10/14/2018,12.193,31.417,13.926,29.954,31.900,
10/15/2018,13.953,31.752,14.470,29.920,30.696,
10/16/2018,13.285,33.503,10.072,19.954,21.514,
10/17/2018,13.546,30.756,9.405,11.836,11.474,
10/18/2018,14.092,33.227,11.079,42.720,40.167,
10/19/2018,15.096,30.844,14.027,48.349,48.025,
10/20/2018,15.471,22.054,12.647,43.232,46.580,
10/21/2018,14.075,27.500,14.793,21.605,24.302,
10/22/2018,14.658,29.756,13.699,23.964,27.460,
10/23/2018,13.598,34.905,11.301,24.678,28.138,
10/24/2018,13.616,34.015,12.668,20.796,23.436,
10/25/2018,12.646,32.390,11.735,22.435,25.542,
10/26/2018,12.943,31.606,18.101,22.515,24.872,
10/27/2018,11.065,35.298,13.430,34.572,39.094,
10/28/2018,11.616,32.742,13.172,28.622,31.822,
10/29/2018,12.236,30.127,11.811,,,
10/30/2018,11.665,29.864,11.031,,,
10/31/2018,,,,,,
11/01/2018,,,,,,
11/02/2018,,,,,,
11/03/2018,,,,,,
11/04/2018,,,,,,
11/05/2018,,,,,,
11/06/2018,,,,,,
11/07/2018,,,,,,
11/08/2018,,,,,,
11/09/2018,,,,,,
11/10/2018,,,,,,
11/11/2018,,,,,,
11/12/2018,,,,,,
11/13/2018,12.553,32.677,16.827,31.980,48.100,
11/14/2018,14.022,39.824,12.483,34.951,50.586,
11/15/2018,12.997,38.757,9.993,26.798,47.279,0.010
11/16/2018,15.325,35.947,11.440,28.508,34.286,0.007
11/17/2018,13.511,29.630,9.669,18.069,21.747,0.007
11/18/2018,13.740,29.709,9.101,11.464,12.729,0.002
11/19/2018,13.604,36.330,11.172,21.973,35.005,0.003
11/20/2018,13.285,31.152,10.752,15.691,27.402,0.005
11/21/2018,13.352,32.839,10.465,13.535,16.768,0.006
11/22/2018,13.662,38.320,11.241,12.518,30.639,0.007
11/23/2018,13.560,32.759,10.819,15.691,18.908,0.004
11/24/2018,13.510,32.286,10.995,11.207,23.403,0.007
11/25/2018,13.445,38.523,8.605,8.270,19.765,0.010
11/26/2018,,,,2.259,26.433,0.006
11/27/2018,,,,2.641,37.547,0.008
11/28/2018,,,,1.967,33.420,
11/29/2018,,,,2.187,45.913,
11/30/2018,,,,2.513,29.960,
12/01/2018,11.960,23.045,15.876,6.538,17.300,0.006
12/02/2018,12.812,40.959,12.727,16.534,31.161,0.005
12/03/2018,14.179,49.937,10.837,5.284,33.412,0.004
12/04/2018,12.875,36.242,11.629,4.130,5.979,0.002
12/05/2018,12.416,34.339,10.356,11.628,13.303,0.000
12/06/2018,11.801,32.055,6.428,10.974,11.745,0.002
12/07/2018,11.613,29.013,9.230,12.990,10.905,0.006
12/08/2018,10.980,37.615,12.438,16.980,16.390,0.007
12/09/2018,10.318,36.486,7.958,13.503,11.815,0.005
12/10/2018,10.481,40.766,9.432,17.711,16.604,0.005
12/11/2018,10.956,40.207,7.291,19.674,20.074,0.003
12/12/2018,10.858,42.780,8.630,21.485,23.437,0.004
12/13/2018,11.451,45.393,6.861,20.681,25.513,0.004
12/14/2018,8.773,51.608,,8.890,10.349,0.006
12/15/2018,12.144,32.533,2.691,12.005,10.292,0.003
12/16/2018,10.235,54.399,9.151,9.537,10.238,0.002
12/17/2018,9.529,49.504,0.811,16.104,26.085,0.003
12/18/2018,12.780,60.663,13.033,13.904,25.459,0.001
12/19/2018,11.804,36.414,10.613,23.400,23.509,0.002
12/20/2018,11.536,37.572,6.460,10.822,11.614,0.007
12/21/2018,12.020,39.970,8.464,16.908,15.862,0.006
12/22/2018,12.190,37.337,9.639,8.207,20.906,0.004
12/23/2018,12.135,57.914,4.910,9.897,20.421,0.009
12/24/2018,10.635,29.853,0.628,37.730,19.840,0.002
12/25/2018,12.861,41.589,2.278,31.108,20.860,0.007
12/26/2018,17.630,41.594,,0.730,13.641,0.010
12/27/2018,11.544,30.010,2.019,1.450,17.172,0.010
12/28/2018,10.896,26.234,10.155,0.612,6.449,
12/29/2018,14.411,67.270,6.633,1.398,12.003,
12/30/2018,8.802,43.671,10.860,2.380,20.003,0.010
12/31/2018,14.290,45.705,,23.447,30.171,0.010
