date,year,month,day,so2,nox,o3,pm2.5,pm10,co,aqi_pm25,aqi_pm10,aqi
10/12/2016,2016,10,12,5.0,6.0,,8.915,18.951,,37.145833333333336,17.547222222222224,37.145833333333336
10/13/2016,2016,10,13,6.0,7.0,,6.826,16.814,,28.441666666666666,15.568518518518518,28.441666666666666
10/14/2016,2016,10,14,6.0,6.0,,4.429,14.653,,18.45416666666667,13.567592592592593,18.45416666666667
10/15/2016,2016,10,15,5.0,7.0,,9.395,26.468,,39.145833333333336,24.507407407407406,39.145833333333336
10/16/2016,2016,10,16,5.0,5.0,,6.174,13.735,,25.725000000000005,12.717592592592592,25.725000000000005
10/17/2016,2016,10,17,5.0,7.0,,2.631,9.249,,10.9625,8.56388888888889,10.9625
10/18/2016,2016,10,18,6.0,9.0,,8.058,22.578,,33.575,20.905555555555555,33.575
10/19/2016,2016,10,19,5.0,5.0,,9.943,21.812,,41.42916666666667,20.196296296296296,41.42916666666667
10/20/2016,2016,10,20,6.0,5.0,,12.698,24.025,,52.25759656652361,22.24537037037037,52.25759656652361
10/21/2016,2016,10,21,6.0,7.0,,12.762,24.335,,52.392188841201715,22.53240740740741,52.392188841201715
10/22/2016,2016,10,22,5.0,8.0,,10.784,23.24,,44.93333333333334,21.518518518518515,44.93333333333334
10/23/2016,2016,10,23,5.0,7.0,,28.383,42.79,,85.24321888412018,39.62037037037037,85.24321888412018
10/24/2016,2016,10,24,5.0,9.0,,31.28,46.744,,91.33562231759657,43.28148148148148,91.33562231759657
10/25/2016,2016,10,25,6.0,11.0,,49.867,78.262,,136.37603015075376,62.51351515151515,136.37603015075376
10/26/2016,2016,10,26,6.0,12.0,,22.482,36.111,,72.83339055793992,33.43611111111111,72.83339055793992
10/27/2016,2016,10,27,6.0,12.0,,20.101,30.662,,67.82613733905579,28.39074074074074,67.82613733905579
10/28/2016,2016,10,28,5.0,12.0,,16.058,25.351,,59.323690987124465,23.473148148148148,59.323690987124465
10/29/2016,2016,10,29,6.0,12.0,,,,,,,
10/30/2016,2016,10,30,5.0,16.0,,,,,,,
10/31/2016,2016,10,31,5.0,11.0,,,,,,,
11/01/2016,2016,11,1,5.0,8.0,,13.936,22.106,,54.861115879828326,20.468518518518522,54.861115879828326
11/02/2016,2016,11,2,5.0,13.0,,25.967,36.52,,80.16236051502146,33.81481481481482,80.16236051502146
11/03/2016,2016,11,3,,,,33.674,44.167,,96.37021459227468,40.89537037037037,96.37021459227468
11/04/2016,2016,11,4,7.0,14.0,,25.292,43.502,,78.74283261802576,40.27962962962963,78.74283261802576
11/05/2016,2016,11,5,6.0,12.0,,13.246,27.459,,53.410042918454934,25.425,53.410042918454934
11/06/2016,2016,11,6,6.0,10.0,,16.59,31.18,,60.44248927038627,28.87037037037037,60.44248927038627
11/07/2016,2016,11,7,5.0,14.0,,18.509,35.387,,64.47815450643778,32.76574074074074,64.47815450643778
11/08/2016,2016,11,8,5.0,16.0,,19.079,35.42,,65.67686695278971,32.7962962962963,65.67686695278971
11/09/2016,2016,11,9,5.0,21.0,,19.586,35.56,,66.74309012875537,32.92592592592593,66.74309012875537
11/10/2016,2016,11,10,6.0,17.0,,47.126,72.33,,129.62683417085427,59.577474747474746,129.62683417085427
11/11/2016,2016,11,11,6.0,17.0,,26.223,41.516,,80.70072961373391,38.440740740740736,80.70072961373391
11/12/2016,2016,11,12,6.0,18.0,,23.438,32.378,,74.84386266094421,29.97962962962963,74.84386266094421
11/13/2016,2016,11,13,7.0,17.0,,15.792,25.441,,58.76429184549357,23.55648148148148,58.76429184549357
11/14/2016,2016,11,14,6.0,16.0,,23.054,32.741,,74.03630901287553,30.31574074074074,74.03630901287553
11/15/2016,2016,11,15,5.0,12.0,,33.736,47.891,,96.5006008583691,44.343518518518515,96.5006008583691
11/16/2016,2016,11,16,5.0,9.0,,10.891,14.325,,45.37916666666667,13.263888888888888,45.37916666666667
11/17/2016,2016,11,17,5.0,10.0,,20.834,26.512,,69.36763948497854,24.548148148148147,69.36763948497854
11/18/2016,2016,11,18,5.0,10.0,,38.633,43.222,,108.71442211055277,40.02037037037037,108.71442211055277
11/19/2016,2016,11,19,5.0,12.0,,52.817,50.927,,143.63984924623117,47.15462962962963,143.63984924623117
11/20/2016,2016,11,20,5.0,8.0,,47.189,43.42,,129.781959798995,40.2037037037037,129.781959798995
11/21/2016,2016,11,21,6.0,13.0,,78.687,69.259,,162.9722128556375,58.05748484848485,162.9722128556375
11/22/2016,2016,11,22,12.0,38.0,,67.777,60.54,,157.33902002107482,53.7420202020202,157.33902002107482
11/23/2016,2016,11,23,3.0,11.0,,48.587,44.305,,133.22427135678393,41.023148148148145,133.22427135678393
11/24/2016,2016,11,24,3.0,14.0,,71.076,66.393,,159.04240252897787,56.6389595959596,159.04240252897787
11/25/2016,2016,11,25,3.0,8.0,,68.149,62.124,,157.53109589041097,54.526020202020206,157.53109589041097
11/26/2016,2016,11,26,3.0,12.0,,85.107,79.903,,166.28707060063223,63.32572727272728,166.28707060063223
11/27/2016,2016,11,27,3.0,14.0,,,,,,,
11/28/2016,2016,11,28,3.0,12.0,,,,,,,
11/29/2016,2016,11,29,,,,,,,,,
11/30/2016,2016,11,30,,,,,,,,,
12/01/2016,2016,12,1,4.0,11.52,,39.27,37.06,,110.28291457286433,34.31481481481482,110.28291457286433
12/02/2016,2016,12,2,4.0,11.955,,26.37,24.44,,81.0098712446352,22.62962962962963,81.0098712446352
12/03/2016,2016,12,3,4.0,12.67,,33.3,31.3,,95.58369098712447,28.98148148148148,95.58369098712447
12/04/2016,2016,12,4,4.0,11.949,,38.45,38.24,,108.2638190954774,35.40740740740741,108.2638190954774
12/05/2016,2016,12,5,4.0,12.945,,25.79,25.69,,79.7901287553648,23.787037037037038,79.7901287553648
12/06/2016,2016,12,6,,55.0,,32.06,31.21,,92.97596566523606,28.89814814814815,92.97596566523606
12/07/2016,2016,12,7,4.0,12.77,,30.23,30.02,,89.12746781115881,27.796296296296298,89.12746781115881
12/08/2016,2016,12,8,4.0,9.74,,33.49,32.1,,95.98326180257511,29.722222222222225,95.98326180257511
12/09/2016,2016,12,9,4.0,13.334,,16.17,20.79,,59.55922746781116,19.25,59.55922746781116
12/10/2016,2016,12,10,4.0,10.773,,12.67,15.31,,52.198712446351934,14.175925925925926,52.198712446351934
12/11/2016,2016,12,11,4.0,12.857,,18.86,22.93,,65.21630901287554,21.23148148148148,65.21630901287554
12/12/2016,2016,12,12,4.0,11.559,,11.92,19.19,,49.66666666666667,17.76851851851852,49.66666666666667
12/13/2016,2016,12,13,4.0,14.192,,5.25,12.07,,21.875,11.175925925925926,21.875
12/14/2016,2016,12,14,4.0,13.851,,7.44,14.22,,31.000000000000004,13.166666666666668,31.000000000000004
12/15/2016,2016,12,15,4.0,12.077,,5.55,11.11,,23.125,10.287037037037036,23.125
12/16/2016,2016,12,16,3.0,10.797,,7.49,13.25,,31.208333333333336,12.268518518518519,31.208333333333336
12/17/2016,2016,12,17,3.0,11.061,,10.51,17.98,,43.79166666666667,16.64814814814815,43.79166666666667
12/18/2016,2016,12,18,3.0,10.86,,13.38,21.7,,53.691845493562234,20.09259259259259,53.691845493562234
12/19/2016,2016,12,19,3.0,16.61,,12.33,19.54,,51.48369098712446,18.09259259259259,51.48369098712446
12/20/2016,2016,12,20,4.0,13.408,,17.07,26.16,,61.45193133047211,24.22222222222222,61.45193133047211
12/21/2016,2016,12,21,4.0,13.193,,16.39,25.23,,60.02188841201717,23.36111111111111,60.02188841201717
12/22/2016,2016,12,22,4.0,17.119,,18.75,27.39,,64.98497854077253,25.36111111111111,64.98497854077253
12/23/2016,2016,12,23,4.0,18.135,,23.46,32.65,,74.89012875536481,30.23148148148148,74.89012875536481
12/24/2016,2016,12,24,3.0,11.44,,31.9,41.09,,92.63948497854076,38.0462962962963,92.63948497854076
12/25/2016,2016,12,25,5.0,14.709,,8.71,13.44,,36.29166666666667,12.444444444444445,36.29166666666667
12/26/2016,2016,12,26,4.0,15.808,,10.51,15.38,,43.79166666666667,14.240740740740742,43.79166666666667
12/27/2016,2016,12,27,5.0,11.149,,11.38,17.07,,47.41666666666667,15.805555555555555,47.41666666666667
12/28/2016,2016,12,28,5.0,14.211,,12.53,17.35,,51.90429184549356,16.064814814814817,51.90429184549356
12/29/2016,2016,12,29,4.0,16.88,,10.97,15.49,,45.708333333333336,14.342592592592593,45.708333333333336
12/30/2016,2016,12,30,4.0,22.543,,,,,,,
12/31/2016,2016,12,31,4.0,8.966,,,,,,,
01/01/2017,2017,1,1,4.049,6.33,,10.006,13.024,,41.69166666666667,12.059259259259258,41.69166666666667
01/02/2017,2017,1,2,3.618,14.275,,15.185,19.57,,57.48776824034335,18.12037037037037,57.48776824034335
01/03/2017,2017,1,3,3.376,15.335,,10.952,15.798,,45.63333333333333,14.627777777777778,45.63333333333333
01/04/2017,2017,1,4,3.845,16.936,,15.836,20.353,,58.856824034334764,18.84537037037037,58.856824034334764
01/05/2017,2017,1,5,3.771,11.873,,9.38,13.657,,39.08333333333334,12.64537037037037,39.08333333333334
01/06/2017,2017,1,6,3.754,14.489,,11.225,16.066,,46.770833333333336,14.875925925925925,46.770833333333336
01/07/2017,2017,1,7,4.152,14.732,,15.216,20.948,,57.55296137339056,19.396296296296295,57.55296137339056
01/08/2017,2017,1,8,4.018,14.578,,26.54,34.474,,81.36738197424893,31.920370370370367,81.36738197424893
01/09/2017,2017,1,9,4.168,15.827,,19.688,25.611,,66.9575965665236,23.71388888888889,66.9575965665236
01/10/2017,2017,1,10,3.679,13.084,,13.158,17.022,,53.22497854077253,15.76111111111111,53.22497854077253
01/11/2017,2017,1,11,3.529,13.879,,5.996,8.117,,24.983333333333338,7.515740740740742,24.983333333333338
01/12/2017,2017,1,12,3.334,11.291,,5.385,8.015,,22.4375,7.421296296296297,22.4375
1/13/2017,2017,1,13,3.908,14.248,,13.26,17.839,,53.439484978540776,16.517592592592592,53.439484978540776
1/14/2017,2017,1,14,3.997,11.476,,14.463,18.257,,55.9693991416309,16.904629629629632,55.9693991416309
1/15/2017,2017,1,15,3.724,11.513,,12.473,15.348,,51.78442060085837,14.211111111111112,51.78442060085837
1/16/2017,2017,1,16,3.695,13.076,,5.452,7.664,,22.71666666666667,7.096296296296296,22.71666666666667
1/17/2017,2017,1,17,3.415,10.483,,6.266,8.523,,26.108333333333334,7.891666666666667,26.108333333333334
1/18/2017,2017,1,18,3.344,14.639,,9.646,10.348,,40.19166666666667,9.581481481481482,40.19166666666667
1/19/2017,2017,1,19,3.623,15.617,,2.47,4.286,,10.291666666666668,3.9685185185185183,10.291666666666668
1/20/2017,2017,1,20,3.722,13.405,,8.305,7.468,,34.60416666666667,6.9148148148148145,34.60416666666667
1/21/2017,2017,1,21,4.083,13.012,,7.969,7.666,,33.20416666666667,7.098148148148148,33.20416666666667
1/22/2017,2017,1,22,4.12,14.089,,18.628,24.212,,64.72841201716739,22.418518518518518,64.72841201716739
1/23/2017,2017,1,23,3.729,10.384,,9.516,13.135,,39.650000000000006,12.162037037037036,39.650000000000006
1/24/2017,2017,1,24,3.35,13.142,,5.797,5.749,,24.15416666666667,5.323148148148148,24.15416666666667
1/25/2017,2017,1,25,3.761,14.11,,8.189,8.088,,34.12083333333334,7.488888888888888,34.12083333333334
1/26/2017,2017,1,26,3.761,15.908,,4.744,4.614,,19.766666666666666,4.272222222222222,19.766666666666666
1/27/2017,2017,1,27,4.221,14.118,,6.058,7.64,,25.241666666666667,7.0740740740740735,25.241666666666667
1/28/2017,2017,1,28,3.479,16.203,,8.46,11.542,,35.25000000000001,10.687037037037037,35.25000000000001
1/29/2017,2017,1,29,3.776,14.056,,11.036,15.184,,45.983333333333334,14.059259259259258,45.983333333333334
1/30/2017,2017,1,30,4.411,12.837,,17.249,23.336,,61.82836909871244,21.607407407407408,61.82836909871244
1/31/2017,2017,1,31,4.839,16.209,,15.053,16.974,,57.210171673819744,15.716666666666667,57.210171673819744
02/01/2017,2017,2,1,4.216,11.961,,9.8,12.36,,40.833333333333336,11.444444444444445,40.833333333333336
02/02/2017,2017,2,2,3.976,5.076,,5.575,6.033,,23.229166666666668,5.586111111111111,23.229166666666668
02/03/2017,2017,2,3,3.139,8.776,,3.638,4.426,,15.158333333333333,4.098148148148148,15.158333333333333
02/04/2017,2017,2,4,3.236,10.073,,8.543,11.303,,35.59583333333333,10.465740740740742,35.59583333333333
02/05/2017,2017,2,5,3.344,9.885,,8.797,11.302,,36.65416666666667,10.464814814814815,36.65416666666667
02/06/2017,2017,2,6,4.102,12.225,,10.511,13.526,,43.795833333333334,12.524074074074074,43.795833333333334
02/07/2017,2017,2,7,3.721,9.532,,6.411,8.17,,26.7125,7.564814814814815,26.7125
02/08/2017,2017,2,8,4.909,15.0,,11.846,15.307,,49.358333333333334,14.17314814814815,49.358333333333334
02/09/2017,2017,2,9,5.382,17.324,,14.715,29.475,,56.499356223175965,27.291666666666668,56.499356223175965
02/10/2017,2017,2,10,3.913,16.018,,11.048,28.588,,46.03333333333334,26.47037037037037,46.03333333333334
02/11/2017,2017,2,11,3.423,16.788,,8.105,19.329,,33.770833333333336,17.897222222222222,33.770833333333336
02/12/2017,2017,2,12,3.52,13.656,,8.934,20.183,,37.225,18.687962962962963,37.225
2/13/2017,2017,2,13,3.011,8.967,,5.911,16.085,,24.629166666666666,14.893518518518519,24.629166666666666
2/14/2017,2017,2,14,2.804,5.323,,5.598,25.063,,23.325000000000003,23.20648148148148,23.325000000000003
2/15/2017,2017,2,15,2.949,9.089,,10.035,25.219,,41.81250000000001,23.350925925925928,41.81250000000001
2/16/2017,2017,2,16,3.314,18.368,,11.868,25.4,,49.45,23.51851851851852,49.45
2/17/2017,2017,2,17,3.604,14.543,,19.783,38.781,,67.15738197424893,35.90833333333333,67.15738197424893
2/18/2017,2017,2,18,3.869,10.107,,14.131,26.582,,55.2712017167382,24.612962962962964,55.2712017167382
2/19/2017,2017,2,19,3.622,10.022,,4.348,10.637,,18.116666666666667,9.849074074074075,18.116666666666667
2/20/2017,2017,2,20,3.463,10.008,,8.354,18.613,,34.80833333333333,17.234259259259257,34.80833333333333
2/21/2017,2017,2,21,3.902,6.998,,7.676,18.544,,31.983333333333338,17.17037037037037,31.983333333333338
2/22/2017,2017,2,22,3.591,12.195,,9.88,22.722,,41.16666666666667,21.03888888888889,41.16666666666667
2/23/2017,2017,2,23,4.668,11.265,,13.924,27.014,,54.83587982832618,25.012962962962963,54.83587982832618
2/24/2017,2017,2,24,3.739,11.035,,10.399,22.848,,43.329166666666666,21.155555555555555,43.329166666666666
2/25/2017,2017,2,25,3.472,10.086,,8.419,17.609,,35.07916666666667,16.30462962962963,35.07916666666667
2/26/2017,2017,2,26,14.104,22.898,,11.507,21.811,,47.94583333333333,20.19537037037037,47.94583333333333
2/27/2017,2017,2,27,3.879,9.447,,9.873,17.809,,41.1375,16.489814814814817,41.1375
2/28/2017,2017,2,28,4.266,10.45,,6.145,14.495,,25.604166666666668,13.421296296296296,25.604166666666668
03/01/2017,2017,3,1,5.41,11.479,,12.248,22.824,,51.311244635193134,21.133333333333336,51.311244635193134
03/02/2017,2017,3,2,3.745,6.137,,8.478,16.425,,35.325,15.208333333333334,35.325
03/03/2017,2017,3,3,3.767,12.771,,9.633,18.018,,40.137499999999996,16.683333333333334,40.137499999999996
03/04/2017,2017,3,4,3.681,8.996,,10.016,18.416,,41.733333333333334,17.051851851851854,41.733333333333334
03/05/2017,2017,3,5,3.174,7.814,,6.624,13.809,,27.6,12.78611111111111,27.6
03/06/2017,2017,3,6,5.57,11.575,,15.405,25.851,,57.95042918454936,23.93611111111111,57.95042918454936
03/07/2017,2017,3,7,5.24,16.974,,21.675,32.566,,71.1362660944206,30.153703703703705,71.1362660944206
03/08/2017,2017,3,8,3.64,13.317,,14.176,25.238,,55.36583690987125,23.368518518518517,55.36583690987125
03/09/2017,2017,3,9,3.635,13.529,,20.521,27.123,,68.70939914163091,25.11388888888889,68.70939914163091
03/10/2017,2017,3,10,4.76,14.75,,24.557,21.974,,77.19712446351932,20.3462962962963,77.19712446351932
03/11/2017,2017,3,11,4.697,11.708,,32.759,29.448,,94.44596566523606,27.266666666666666,94.44596566523606
03/12/2017,2017,3,12,4.119,12.623,,27.034,24.386,,82.4062660944206,22.57962962962963,82.4062660944206
3/13/2017,2017,3,13,4.057,10.45,,29.127,26.297,,86.80785407725323,24.349074074074075,86.80785407725323
3/14/2017,2017,3,14,5.542,11.949,,27.811,25.111,,84.04030042918455,23.250925925925927,84.04030042918455
3/15/2017,2017,3,15,3.249,11.724,,21.544,19.442,,70.86077253218885,18.001851851851853,70.86077253218885
3/16/2017,2017,3,16,3.055,10.366,,11.99,10.908,,49.958333333333336,10.1,49.958333333333336
3/17/2017,2017,3,17,3.129,11.46,,16.162,14.6,,59.542403433476395,13.518518518518519,59.542403433476395
3/18/2017,2017,3,18,3.307,11.164,,15.694,14.213,,58.55819742489271,13.160185185185185,58.55819742489271
3/19/2017,2017,3,19,3.046,12.556,,19.342,17.475,,66.22995708154507,16.180555555555557,66.22995708154507
3/20/2017,2017,3,20,3.355,12.594,,18.933,17.046,,65.36982832618025,15.783333333333333,65.36982832618025
3/21/2017,2017,3,21,3.517,10.305,,24.093,21.761,,76.221330472103,20.149074074074072,76.221330472103
3/22/2017,2017,3,22,3.613,12.312,,18.09,16.416,,63.59699570815451,15.200000000000001,63.59699570815451
3/23/2017,2017,3,23,6.145,13.209,,18.081,16.385,,63.578068669527894,15.171296296296298,63.578068669527894
3/24/2017,2017,3,24,3.808,11.889,,18.155,16.409,,63.73369098712447,15.193518518518518,63.73369098712447
3/25/2017,2017,3,25,3.583,9.405,,16.8,15.215,,60.88412017167382,14.087962962962964,60.88412017167382
3/26/2017,2017,3,26,3.403,9.005,,16.88,15.32,,61.05236051502146,14.185185185185185,61.05236051502146
3/27/2017,2017,3,27,3.433,8.435,,7.599,7.051,,31.6625,6.5287037037037035,31.6625
3/28/2017,2017,3,28,3.689,10.66,,9.654,14.964,,40.225,13.855555555555556,40.225
3/29/2017,2017,3,29,3.801,13.427,,16.129,28.023,,59.4730042918455,25.947222222222223,59.4730042918455
3/30/2017,2017,3,30,,,,,,,,,
3/31/2017,2017,3,31,,,,,,,,,
04/01/2017,2017,4,1,,,,,,,,,
04/02/2017,2017,4,2,,,,,,,,,
04/03/2017,2017,4,3,,,,,,,,,
04/04/2017,2017,4,4,1.355,7.208,37.798,4.162,17.301,0.238,17.34166666666667,16.019444444444442,17.34166666666667
04/05/2017,2017,4,5,2.259,9.052,38.469,12.654,28.253,0.195,52.165064377682405,26.160185185185185,52.165064377682405
04/06/2017,2017,4,6,2.17,10.358,34.139,16.068,31.94,0.17,59.34472103004292,29.574074074074076,59.34472103004292
04/07/2017,2017,4,7,1.449,13.181,25.065,15.05,33.064,0.185,57.20386266094421,30.614814814814814,57.20386266094421
04/08/2017,2017,4,8,1.618,11.368,28.02,17.39,29.627,0.148,62.12489270386266,27.432407407407407,62.12489270386266
04/09/2017,2017,4,9,1.521,10.91,27.486,17.816,27.029,0.144,63.02077253218884,25.026851851851852,63.02077253218884
04/10/2017,2017,4,10,3.034,10.895,43.374,26.68,40.112,0.131,81.6618025751073,37.140740740740746,81.6618025751073
04/11/2017,2017,4,11,1.769,3.207,29.936,17.237,27.846,0.05,61.803133047210295,25.783333333333335,61.803133047210295
04/12/2017,2017,4,12,1.735,9.283,39.241,20.677,35.125,0.097,69.0374678111588,32.523148148148145,69.0374678111588
4/13/2017,2017,4,13,6.329,13.79,29.25,13.453,25.337,0.086,53.845364806866954,23.460185185185185,53.845364806866954
4/14/2017,2017,4,14,0.617,5.369,29.169,9.098,19.86,0.076,37.90833333333334,18.38888888888889,37.90833333333334
4/15/2017,2017,4,15,0.937,9.141,30.492,15.485,30.863,0.14,58.118669527897,28.576851851851853,58.118669527897
4/16/2017,2017,4,16,0.772,9.489,19.593,11.512,24.845,0.157,47.96666666666667,23.00462962962963,47.96666666666667
4/17/2017,2017,4,17,1.336,8.975,28.743,13.041,24.113,0.126,52.97892703862661,22.326851851851853,52.97892703862661
4/18/2017,2017,4,18,2.089,15.815,34.896,19.825,30.328,0.176,67.24570815450645,28.081481481481482,67.24570815450645
4/19/2017,2017,4,19,3.788,11.193,17.917,13.458,20.741,0.177,53.85587982832618,19.20462962962963,53.85587982832618
4/20/2017,2017,4,20,3.871,10.735,30.928,10.54,15.418,0.131,43.916666666666664,14.275925925925925,43.916666666666664
4/21/2017,2017,4,21,5.085,14.995,34.409,14.076,23.471,0.162,55.1555364806867,21.732407407407408,55.1555364806867
4/22/2017,2017,4,22,2.503,11.757,16.272,10.958,20.978,0.121,45.65833333333334,19.424074074074074,45.65833333333334
4/23/2017,2017,4,23,1.255,8.709,23.26,11.219,20.092,0.13,46.74583333333334,18.6037037037037,46.74583333333334
4/24/2017,2017,4,24,1.513,9.674,35.047,14.427,26.893,0.171,55.893690987124465,24.900925925925925,55.893690987124465
4/25/2017,2017,4,25,1.368,12.774,33.797,18.028,30.188,0.215,63.46660944206009,27.951851851851853,63.46660944206009
4/26/2017,2017,4,26,1.018,11.958,32.659,15.566,25.704,0.164,58.289012875536486,23.8,58.289012875536486
4/27/2017,2017,4,27,1.761,7.524,27.429,15.938,30.974,0.165,59.07133047210301,28.67962962962963,59.07133047210301
4/28/2017,2017,4,28,1.332,8.927,25.425,15.275,35.359,0.158,57.677038626609445,32.739814814814814,57.677038626609445
4/29/2017,2017,4,29,2.218,12.731,25.562,13.605,34.275,0.169,54.16502145922747,31.73611111111111,54.16502145922747
4/30/2017,2017,4,30,1.32,9.061,34.066,17.286,41.335,0.2,61.906180257510734,38.27314814814815,61.906180257510734
05/01/2017,2017,5,1,1.871,5.396,37.496,17.346,38.454,0.201,62.032360515021466,35.605555555555554,62.032360515021466
05/02/2017,2017,5,2,1.947,14.671,42.243,20.653,40.334,0.222,68.98699570815451,37.3462962962963,68.98699570815451
05/03/2017,2017,5,3,1.35,16.519,36.34,21.092,40.723,0.231,69.91021459227468,37.70648148148148,69.91021459227468
05/04/2017,2017,5,4,1.187,14.108,30.572,9.394,26.201,0.196,39.14166666666667,24.260185185185186,39.14166666666667
05/05/2017,2017,5,5,1.581,18.005,24.841,15.815,32.969,0.214,58.81266094420601,30.526851851851852,58.81266094420601
05/06/2017,2017,5,6,1.393,11.522,29.379,10.386,25.234,0.188,43.275,23.364814814814817,43.275
05/07/2017,2017,5,7,1.767,9.547,24.463,8.818,22.939,0.173,36.74166666666667,21.239814814814814,36.74166666666667
05/08/2017,2017,5,8,1.457,10.512,24.855,13.142,27.889,0.178,53.191330472103004,25.823148148148146,53.191330472103004
05/09/2017,2017,5,9,1.343,13.083,36.235,15.827,30.914,0.178,58.83789699570816,28.624074074074077,58.83789699570816
05/10/2017,2017,5,10,1.315,9.325,21.255,10.801,24.859,0.166,45.00416666666667,23.017592592592596,45.00416666666667
05/11/2017,2017,5,11,1.692,11.155,17.983,8.753,27.353,0.175,36.47083333333334,25.326851851851853,36.47083333333334
05/12/2017,2017,5,12,1.232,12.316,18.5,10.843,29.978,0.161,45.17916666666667,27.75740740740741,45.17916666666667
5/13/2017,2017,5,13,1.297,10.197,25.194,15.1,35.468,0.177,57.30901287553648,32.84074074074074,57.30901287553648
5/14/2017,2017,5,14,2.151,10.043,25.743,13.484,30.149,0.166,53.91055793991416,27.91574074074074,53.91055793991416
5/15/2017,2017,5,15,1.34,8.278,30.175,13.819,28.879,0.175,54.61506437768241,26.739814814814817,54.61506437768241
5/16/2017,2017,5,16,3.384,9.229,18.062,18.53,35.092,0.175,64.52231759656652,32.492592592592594,64.52231759656652
5/17/2017,2017,5,17,2.095,11.775,7.687,17.139,29.412,0.201,61.59703862660945,27.233333333333334,61.59703862660945
5/18/2017,2017,5,18,2.216,13.367,9.781,13.41,24.689,0.215,53.754935622317596,22.860185185185184,53.754935622317596
5/19/2017,2017,5,19,1.788,10.971,10.606,12.818,24.265,0.203,52.50995708154507,22.46759259259259,52.50995708154507
5/20/2017,2017,5,20,4.429,10.652,8.534,11.757,17.868,0.552,48.987500000000004,16.544444444444444,48.987500000000004
5/21/2017,2017,5,21,2.451,7.058,6.723,15.829,26.408,0.214,58.84210300429185,24.451851851851853,58.84210300429185
5/22/2017,2017,5,22,2.607,6.942,6.684,8.07,19.407,0.144,33.62500000000001,17.969444444444445,33.62500000000001
5/23/2017,2017,5,23,3.543,9.443,5.609,10.169,22.642,0.154,42.37083333333334,20.964814814814815,42.37083333333334
5/24/2017,2017,5,24,3.886,9.223,5.15,11.096,22.488,0.182,46.233333333333334,20.822222222222223,46.233333333333334
5/25/2017,2017,5,25,3.14,10.374,8.375,12.442,27.281,0.247,51.71922746781116,25.260185185185183,51.71922746781116
5/26/2017,2017,5,26,6.778,11.067,5.504,11.895,24.863,0.178,49.5625,23.021296296296295,49.5625
5/27/2017,2017,5,27,1.844,8.404,6.683,9.183,17.119,0.168,38.2625,15.850925925925926,38.2625
5/28/2017,2017,5,28,2.259,6.14,22.028,4.839,15.376,0.176,20.1625,14.237037037037037,20.1625
5/29/2017,2017,5,29,1.93,8.399,5.705,5.835,21.987,0.196,24.3125,20.35833333333333,24.3125
5/30/2017,2017,5,30,2.554,7.165,11.339,5.983,20.831,0.174,24.929166666666667,19.28796296296296,24.929166666666667
5/31/2017,2017,5,31,3.237,7.46,5.133,7.013,16.064,0.185,29.220833333333335,14.874074074074073,29.220833333333335
06/01/2017,2017,6,1,4.03,8.257,8.102,7.76,14.142,0.21,32.333333333333336,13.094444444444443,32.333333333333336
06/02/2017,2017,6,2,1.533,9.07,,8.737,21.27,0.23,36.40416666666667,19.694444444444443,36.40416666666667
06/03/2017,2017,6,3,1.457,10.516,4.135,10.421,32.903,0.218,43.420833333333334,30.46574074074074,43.420833333333334
06/04/2017,2017,6,4,2.185,6.866,4.77,7.615,22.016,0.175,31.72916666666667,20.385185185185183,31.72916666666667
06/05/2017,2017,6,5,2.816,9.171,5.924,8.2,22.499,0.168,34.166666666666664,20.832407407407405,34.166666666666664
06/06/2017,2017,6,6,2.017,10.191,10.841,10.836,28.156,0.193,45.150000000000006,26.07037037037037,45.150000000000006
06/07/2017,2017,6,7,1.77,11.032,7.629,11.751,27.059,0.245,48.9625,25.05462962962963,48.9625
06/08/2017,2017,6,8,1.808,5.722,4.617,7.382,20.956,0.194,30.758333333333333,19.4037037037037,30.758333333333333
06/09/2017,2017,6,9,1.263,5.086,4.114,7.996,21.252,0.193,33.31666666666667,19.677777777777777,33.31666666666667
06/10/2017,2017,6,10,1.576,6.492,6.042,4.786,19.162,0.173,19.941666666666666,17.74259259259259,19.941666666666666
06/11/2017,2017,6,11,2.133,5.745,3.933,7.09,20.369,0.158,29.541666666666668,18.860185185185184,29.541666666666668
06/12/2017,2017,6,12,2.959,7.28,6.033,10.17,28.57,0.171,42.375,26.453703703703702,42.375
6/13/2017,2017,6,13,1.368,7.958,3.194,12.868,29.5,0.195,52.61510729613734,27.314814814814817,52.61510729613734
6/14/2017,2017,6,14,1.637,10.688,4.832,13.857,26.631,0.199,54.69497854077253,24.658333333333335,54.69497854077253
6/15/2017,2017,6,15,1.669,11.206,8.632,13.247,39.856,0.17,53.41214592274678,36.903703703703705,53.41214592274678
6/16/2017,2017,6,16,4.148,12.809,7.712,,,,,,
6/17/2017,2017,6,17,3.943,8.798,27.393,,,,,,
6/18/2017,2017,6,18,10.705,26.44,14.876,,,,,,
6/19/2017,2017,6,19,2.55,9.268,18.788,,,,,,
6/20/2017,2017,6,20,2.52,10.692,18.282,,,,,,
6/21/2017,2017,6,21,2.746,18.734,26.014,,,,,,
6/22/2017,2017,6,22,9.077,21.922,,,,,,,
6/23/2017,2017,6,23,7.622,25.064,45.232,,,,,,
